"pod","bodega","descricao","ano","region","tipo","uvas","falta_nota_cata","falta_card_criticos","nota_cata","card_criticos"
"POD_TEMP_BM2_0055","Jean Grivot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0056","Jean Grivot","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis mineral. Boca: denso puro. Malconsorts top. Beba agora-2040+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0057","Lucien Muzard","","2023","Borgoña","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos, ervas. Boca: vibrante mineral. Maladière top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0058","Michel Lafarge","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0060","Pacalet","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: fresco puro vibrante. Les Chaumes top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0062","Pierre Morey","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, mineral. Boca: elegante taninos finos. Pitures top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0063","Prieuré Roch","","2021","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso cremoso. Latricières top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0064","Prieuré Roch","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas frescas. Boca: leve vibrante. Vin de France top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0065","des Perdrix","","2022","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis mineral. Boca: denso puro. Aux Perdrix top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0066","des Perdrix","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, ervas. Boca: fresco denso. Aux Perdrix top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0067","des Perdrix","","2023","Borgoña","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis violetas. Boca: denso eterno. Échezeaux ícone. Jovem top. Beba 2028-2050+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0068","Borgogno","","2023","Itália (Piemonte, Langhe)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, rosas. Boca: vibrante fresco. Rivata top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0069","Falletto","","2020","Itália (Piemonte, Barbaresco)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: rosas, cassis e mineral. Boca: denso cremoso. Rabajà top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0070","G.D. Vajra","","2023","Itália (Piemonte)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis fresco, ervas. Boca: vibrante mineral. Controcorrente top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0071","Podere San Giuseppe (Bacia)","","2019","Itália (Toscana)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Sangiovese"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cereja, ervas e mineral. Boca: denso cremoso. Brunello top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0072","Falletto","","2022","Itália (Piemonte)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Barbera"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas, ervas. Boca: acidez viva. Barbera top. Beba agora-2028+. Harmonização: queijos.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0073","Ornellaia","","2019","Itália (Toscana)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""estimada""},{""nome"":""Merlot"",""pct"":null,""confianza"":""estimada""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas e mineral. Boca: denso cremoso. Bolgheri top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0074","Ornellaia","","2021","Itália (Toscana)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""estimada""},{""nome"":""Merlot"",""pct"":null,""confianza"":""estimada""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis puro. Boca: cremoso taninos firmes. Bolgheri top. Beba agora-2040+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0075","Ornellaia","","2022","Itália (Toscana)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""estimada""},{""nome"":""Merlot"",""pct"":null,""confianza"":""estimada""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso vibrante. Jovem top. Beba 2027-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0076","Domaine Delaporte","","2022","França (Loira)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Sauvignon Blanc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: vibrante fresco. Silex top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0077","Isabel Ferrando (Saint Préfert)","","2023","França (Ródano Sul)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Grenache"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas, ervas e especiarias. Boca: fresco denso. Châteauneuf top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0078","Isabel Ferrando (Saint Préfert)","","2022","França (Ródano Norte)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, pimenta e ervas. Boca: denso cremoso. Champin top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0079","Isabel Ferrando (Saint Préfert)","","2022","França (Ródano Norte)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas escuras, mineral. Boca: denso puro. Les Grandes Places top. Beba agora-2040+. Harmonização: caça.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0080","Château Fuissé","","2020","França (Borgoña, Pouilly-Fuissé)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: cremoso equilibrado. Blanc top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0081","Brand et Fils","","","França (Alsácia)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Provável Sylvaner"",""pct"":null,""confianza"":""estimada""},{""nome"":""Riesling blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos, ervas. Boca: vibrante mineral. L’Oeillet top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0082","Caciorgna","","2022","Itália (Sicília)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Carricante"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral vulcânico. Boca: cremoso vibrante. Guardoilvento top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0083","Château Smith Haut Lafitte","","2022","França (Bordeaux)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Sauvignon Blanc"",""pct"":null,""confianza"":""estimada""},{""nome"":""Sémillon"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: fresco equilibrado. Blanc top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0084","Fides (Crimorgat)","","2018","França","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chenin Blanc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: maçã, ervas e mineral. Boca: cremoso longo. Blanc top. Beba agora.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0085","Filippi","","2023","Itália (Vêneto)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Garganega"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas e mineral. Boca: vibrante fresco. Foglio 1 top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0087","La Croisée des Chenins","","2017","França (Loira)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chenin Blanc"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: maçã, ervas e mineral. Boca: cremoso equilibrado. Blanc top. Beba agora.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0089","Taittinger","","2022","França (Ródano Norte)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Marsanne"",""pct"":null,""confianza"":""estimada""},{""nome"":""Roussanne"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, ervas. Boca: denso cremoso. Hermitage Blanc top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0090","Tenuta delle Terre Nere","","2023","Itália (Sicília, Etna Bianco)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Carricante"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral vulcânico. Boca: vibrante fresco. Calderara top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0091","Besson Frères","","2022","Estados Unidos (Oregon)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0092","Salem Wine Co.","","2021","Estados Unidos (California)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos maduros, ervas. Boca: cremoso equilibrado. Chardonnay top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0093","Ceritas","","2022","Estados Unidos (California)","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral. Boca: cremoso vibrante. Sonoma top. Beba agora-2030+. Harmonização: frutos do mar.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0094","La Source","","2023","Estados Unidos","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos frescos. Boca: vibrante mineral. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0095","Seven Springs","","2022","Estados Unidos","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","sim","sim","",""
"POD_TEMP_BM2_0096","Seven Springs","","2022","Estados Unidos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, mineral. Boca: fresco denso. Pinot Noir top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0097","Shafer","","2021","Estados Unidos (California, Napa)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso cremoso. TD-9 top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0098","Sine Qua Non","","2024","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Grenache"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas maduras. Boca: vibrante denso. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0099","Spioenkop","","2020","África do Sul","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinotage"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas escuras, especiarias. Boca: denso cremoso. Pinotage top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0100","Summum","","2022","Estados Unidos/África do Sul","{""codigo"":""BL"",""nombre"":""Blanco""}","[{""nome"":""Chardonnay"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cítricos, mineral. Boca: cremoso vibrante. Chardonnay top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0101","Promontory","","2015","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis maduro, ervas. Boca: denso cremoso eterno. Napa top. Beba agora.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0102","Promontory","","2016","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, mineral. Boca: cremoso taninos firmes. Napa top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0103","Promontory","","2018","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso elegante. Napa top. Beba agora-2040+. Harmonização: luxo máximo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0104","Promontory","","2019","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis mineral. Boca: cremoso eterno. Napa top. Beba agora-2045+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0105","Racines","","2019","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: morango, ervas e mineral. Boca: elegante taninos finos. La Rinconada top. Beba agora.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0106","Racines","","2020","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Pinot Noir"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas vermelhas, mineral. Boca: fresco denso. La Rinconada top. Beba agora-2030+. Harmonização: peixe.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0107","Screaming Eagle","","2019","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis, ervas. Boca: denso cremoso. Oakville top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0108","Screaming Eagle","","2021","Estados Unidos (California)","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon blend"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: cassis puro. Boca: cremoso taninos firmes. Oakville top. Beba agora-2040+. Harmonização: carne premium.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD_TEMP_BM2_0109","Shannon","","2020","África do Sul","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""estimada""}]","nao","sim","Nariz: frutas escuras, ervas. Boca: cremoso taninos suaves. Mount Bullet top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
